file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion,
FR_1_3_Darwin_8_T2,I can’t wait to tell him!,14,Red,Darwin,,,,,,,,
FR_1_3_Darwin_8_T3,Come on gang! Let’s go find him!,15,Red,Darwin,,,,,,,,
,,,,,,,,,,,,
$Title,CliffRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,left,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_3_Red_9_T1,Darwin wait! ,0,Red,Wally,,,,,,,,
FR_1_3_Wally_10_T1,sigh,1,Red,Wally,,,,,,,,
FR_1_3_Wally_10_T2,we just talked about this...,2,Red,Wally,,,,,,,,
FR_1_3_Red_11_T1,At any rate we should catch up to him!,3,Red,Wally,,,,,,,,
P_1_1_RedWally_9_T1,!!!,4,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,CliffRebuilt_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,right,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_1_3_Julius_12_T1,I see Darwin just keeps running off.,2,,Julius,,,,,,,,
FR_1_3_Marcus_13_T1,Of course he does your majesty!,3,Marcus,Julius,,,,,,,,
FR_1_3_Marcus_13_T2,The man is known for running off!,4,Marcus,Julius,,,,,,,,
FR_1_3_Brutus_14_T1,yawn…,5,Marcus,Brutus,,,,,,,,
FR_1_3_Brutus_14_T2,yeah who would wanna do that…,6,Marcus,Brutus,,,,,,,,
FR_1_3_Red_15_T1,That’s so mean! How dare you say that!,7,Red,Wally,,,,,,,,
FR_1_3_Wally_16_T1,Darwin doesn’t deserve that!,8,Red,Wally,,,,,,,,
FR_1_3_Julius_17_T1,….,9,,Julius,,,,,,,,
FR_1_3_Julius_17_T2,It’s true though…,10,,Julius,,,,,,,,
FR_1_3_Red_18_T1,Huh?!,11,Red,Julius,,,,,,,,
FR_1_3_Wally_19_T1,What did you say?,12,Wally,Julius,,,,,,,,
FR_1_3_Bubbles_20_T1,Bubble?,13,Bubbles,Julius,,,,,,,,
FR_1_3_Julius_21_T1,…,14,,Julius,,,,,,,,
FR_1_3_Julius_21_T2,That’s none of your business!,15,,Julius,,,,,,,,
FR_1_3_Marcus_22_T1,That’s right!,16,Marcus,Brutus,,,,,,,,
FR_1_3_Marcus_22_T2,You have no right!,17,Marcus,Brutus,,,,,,,,
FR_1_3_Brutus_23_T1,No right listening to his sad monologue…,18,Marcus,Brutus,,,,,,,,
FR_1_3_Marcus_24_T1,HUSH!,19,Marcus,Brutus,,,,,,,,
FR_1_3_Julius_25_T1,You know what’s next.,20,,Julius,,,,,,,,
FR_1_3_Julius_25_T2,If you beat me you can move forward.,21,,Julius,,,,,,,,
FR_1_3_Julius_25_T3,If you don’t then you have to leave me alone.,22,,Julius,,,,,,,,
FR_1_3_Red_26_T1,Go get 'em explorer!,23,Red,Wally,,,,,,,,
FR_1_3_Wally_27_T1,I believe in you!,24,Red,Wally,,,,,,,,
FR_1_3_Bubbles_28_T1,Bubble Bubble!!!,25,Bubbles,,,,,,,,,
FR_1_3_Julius_29_T1,Beware! I’ve been practicing!,26,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,CliffDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_4_Julius_1_T1,This is just embarrassing!,0,,Julius,,,,,,,,
FR_1_4_Marcus_2_T1,This just isn’t right!,1,Marcus,Brutus,,,,,,,,
FR_1_4_Brutus_3_T1,yawn…,2,Marcus,Brutus,,,,,,,,
FR_1_4_Red_4_T1,Good job friend! ,3,Red,Wally,,,,,,,,
FR_1_4_Wally_5_T1,Amazing!,4,Red,Wally,,,,,,,,
FR_1_4_Bubbles_6_T1,Bubble bubble!!,5,Bubbles,,,,,,,,,
FR_1_4_Julius_7_T1,Whatever!,6,,Julius,,,,,,,,
FR_1_4_Julius_7_T2,Next time I’ll win you see!,7,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,CliffDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_4_Marcus_8_T1,Exactly! Watch yourself! ,0,Marcus,Brutus,,,,,,,,
FR_1_4_Brutus_9_T1,yeah…,1,Marcus,Brutus,,,,,,,,
FR_1_4_Brutus_9_T2,exactly…,2,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,CliffDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_4_Red_10_T1,sigh,0,Red,Wally,,,,,,,,
FR_1_4_Red_10_T2,I hope we can help him soon.,1,Red,Wally,,,,,,,,
FR_1_4_Wally_11_T1,Yeah…,2,Red,Wally,,,,,,,,
FR_1_4_Bubbles_12_T1,Bubble bubble...,3,Red,Bubbles,,,,,,,,
FR_1_4_Red_13_T1,Don’t worry Mr. Octopus~ we’ll help your prince out!,4,Red,Bubbles,,,,,,,,
FR_1_4_Red_13_T2,He’ll stop being destructive in no time!,5,Red,Bubbles,,,,,,,,
FR_1_4_Wally_14_T1,We give you our word.,6,Wally,Bubbles,,,,,,,,
FR_1_4_Bubbles_15_T1,Burble Bubble!,7,Wally,Bubbles,,,,,,,,
FR_1_4_Red_16_T1,Anyway.,8,Red,Wally,,,,,,,,
FR_1_4_Red_16_T2,Let’s move forward~ friends!,9,Red,Wally,,,,,,,,
FR_1_4_Wally_17_T1,Yeah! Let’s get going!,10,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,PirateIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_1_Red_1_T1,Whoa! Look at that!,0,Red,Wally,,,,,,,,
FR_2_1_Wally_2_T1,I’ve never seen a pirate ship before!,1,Red,Wally,,,,,,,,
FR_2_1_Red_3_T1,Me neither!,2,Red,Wally,,,,,,,,
FR_2_1_Wally_4_T1,Hmm… it seems to be in rough shape.,3,Red,Wally,,,,,,,,
FR_2_1_Red_5_T1,Do you think the prince did this?,4,Red,Wally,,,,,,,,
FR_2_1_Wally_6_T1,I wouldn’t be surprised.,5,Red,Wally,,,,,,,,
FR_2_1_Wally_6_T2,However~ this ship looks like it's been falling apart for a while now.,6,Red,Wally,,,,,,,,
FR_2_1_Red_7_T1,True~ it does look that way.,7,Red,Wally,,,,,,,,
FR_2_1_RedWally_8_T1,H-Help! …. Help…,8,Red,Wally,,,,,,,,
P_1_1_RedWally_9_T1,!!!,9,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,PirateIntro_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_1_Ollie_9_T1,Pl-please.. He-help m-me…Help me….,0,,Ollie,,,,,,,,
FR_2_1_Red_10_T1,Oh! ,1,Red,Ollie,,,,,,,,
FR_2_1_Red_10_T2,Are you alright?! What happened? ,2,Red,Ollie,,,,,,,,
FR_2_1_Ollie_11_T1,I -I don’t k-know… It all happened so f-fast… so fast...,3,Red,Ollie,,,,,,,,
FR_2_1_Red_12_T1,What’s your name?,4,Red,Ollie,,,,,,,,
FR_2_1_Ollie_13_T1,I-It’s O-Ollie...ollie…,5,Red,Ollie,,,,,,,,
FR_2_1_Red_14_T1,Oh you poor thing. ,6,Red,Ollie,,,,,,,,
FR_2_1_Red_14_T2,Don’t worry~ We’re going to get you and your ship all patched up okay?,7,Red,Ollie,,,,,,,,
FR_2_1_Wally_15_T1,Hmm...,8,Wally,Ollie,,,,,,,,
FR_2_1_Ollie_16_T1,R-really...Really?,9,Red,Ollie,,,,,,,,
FR_2_1_Red_17_T1,Of course!,10,Red,Ollie,,,,,,,,
FR_2_1_Ollie_18_T1,O-okay… t-thank you… thank you…,11,Red,Ollie,,,,,,,,
FR_2_1_Red_19_T1,Okay explorer!,12,Red,Wally,,,,,,,,
FR_2_1_Red_19_T2,Let’s get to work!,13,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,OllieQuips_1_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_2_Ollie_1_T1,H-help m-me p-please… help me please… ,0,,Ollie,,,,,,,,
FR_2_2_Ollie_1_T2,P-play some m-more? Play some more…,1,,Ollie,,,,,,yes,,
FR_2_2_Ollie_2_T1,P-practice more? Practice more….,2,,Ollie,,,,,,yes,,
FR_2_2_Ollie_3_T1,P-play? Play….,3,,Ollie,,,,,,yes,,
,,,,,,,,,,,,
$Title,OllieQuips_2_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_3_Ollie_1_T1,Ahoy there! ,0,,Ollie,,,,,,,,
FR_2_3_Ollie_1_T2,Want to play some games!? ,1,,Ollie,,,,,,,,
FR_2_3_Ollie_1_T3,And maybe help me to your coins! ,2,,Ollie,,,,,,,,
FR_2_3_Ollie_1_T4,Your coins!,3,,Ollie,,,,,,yes,bounce,
FR_2_3_Ollie_2_T1,You’re back matey?,4,,Ollie,,,,,,,,
FR_2_3_Ollie_2_T2,Let’s practice some more! ,5,,Ollie,,,,,,,,
FR_2_3_Ollie_2_T3,Practice more!,6,,Ollie,,,,,,yes,bounce,
FR_2_3_Ollie_3_T1,Hello again matey!,7,,Ollie,,,,,,,,
FR_2_3_Ollie_3_T2,Let’s play more games! ,8,,Ollie,,,,,,,,
FR_2_3_Ollie_3_T3,More games!,9,,Ollie,,,,,,yes,bounce,
,,,,,,,,,,,,
$Title,PirateRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_4_Red_1_T1,There!,0,Red,,,,,,,,,
FR_2_4_Red_1_T2,All done! ,1,Red,,,,,,,,,
FR_2_4_Ollie_2_T1,Oh I’m feeling a bit better!,2,Red,Ollie,,,,,,,,
FR_2_4_Ollie_2_T2,Ahem!,3,Red,Ollie,,,,,,,,
FR_2_4_Ollie_2_T3,A bit better! ,4,Red,Ollie,,,,,,,,
FR_2_4_Wally_3_T1,Is that so?,5,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_4_T1,O-oh yes!,6,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_4_T2,However~ I think some coins will help me feel much better!,7,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_4_T3,Much better!,8,Wally,Ollie,,,,,,,bounce,
FR_2_4_Red_5_T1,What?!,9,Red,Ollie,,,,,,,,
FR_2_4_Wally_6_T1,I knew it.,10,Wally,Ollie,,,,,,,,
FR_2_4_Wally_6_T2,You weren’t really hurt where you?,11,Wally,Ollie,,,,,,,,
FR_2_4_Wally_6_T3,You just wanted the explorers' coins.,12,Wally,Ollie,,,,,,,,
FR_2_4_Red_7_T1,Is that true?,13,Red,Ollie,,,,,,,,
FR_2_4_Ollie_8_T1,sigh,14,Red,Ollie,,,,,,,,
FR_2_4_Ollie_8_T2,it is. It is,15,Red,Ollie,,,,,,,,
FR_2_4_Red_9_T1,Why would you do such a thing like that?!,16,Red,Ollie,,,,,,,,
FR_2_4_Ollie_10_T1,I’m a pirate~ I like coins.,17,Red,Ollie,,,,,,,,
FR_2_4_Ollie_10_T2,After my ship got damaged I needed more coins to fix it so I could sail the open seas again. Sail the open seas again. ,18,Red,Ollie,,,,,,,,
FR_2_4_Wally_11_T1,You could have just asked us.,19,Red,Wally,,,,,,,,
FR_2_4_Red_12_T1,What you did isn’t nice Ollie.,20,Red,Wally,,,,,,,,
FR_2_4_Ollie_13_T1,I know…,21,Red,Ollie,,,,,,,,
FR_2_4_Ollie_13_T2,I’m sorry. ,22,Red,Ollie,,,,,,,,
FR_2_4_Ollie_13_T3,I’m sorry…,23,Red,Ollie,,,,,,,bounce,
FR_2_4_Wally_14_T1,You should always be honest. ,24,Wally,Ollie,,,,,,,,
FR_2_4_Wally_14_T2,It’s okay to ask for help.,25,Wally,Ollie,,,,,,,,
FR_2_4_Red_15_T1,That’s right~ honesty is key. Deceiving people~,26,Red,Ollie,,,,,,,,
FR_2_4_Red_15_T2,especially those who wish to help~,27,Red,Ollie,,,,,,,,
FR_2_4_Red_15_T3,just isn't nice.,28,Red,Ollie,,,,,,,,
FR_2_4_Ollie_16_T1,You're right. ,29,Red,Ollie,,,,,,,,
FR_2_4_Ollie_16_T2,I truly am sorry. ,30,Red,Ollie,,,,,,,,
FR_2_4_Ollie_16_T3,I’m sorry.,31,Red,Ollie,,,,,,,bounce,
FR_2_4_Red_17_T1,It’s okay! I accept your apology.,32,Red,Ollie,,,,,,,,
FR_2_4_Wally_18_T1,I forgive you as well.,33,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_19_T1,Does that mean you’ll give me your coins?! ,34,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_19_T2,Your coins!,35,Wally,Ollie,,,,,,,bounce,
FR_2_4_Red_20_T1,Ollie!,36,Wally,Red,,,,,,,,
FR_2_4_Wally_21_T1,Are you serious?,37,Wally,Red,,,,,,,,
FR_2_4_Ollie_22_T1,Haha kidding! ,38,Wally,Ollie,,,,,,,,
FR_2_4_Ollie_22_T2,Kidding!,39,Wally,Ollie,,,,,,,bounce,
FR_2_4_Red_23_T1,chuckles,40,Red,Ollie,,,,,,,,
FR_2_4_Red_23_T2,I was about to say.,41,Red,Ollie,,,,,,,,
FR_2_4_Ollie_24_T1,Anyway! ,42,Red,Ollie,,,,,,,,
FR_2_4_Ollie_24_T2,You all are-,43,Red,Ollie,,,,,,,,
,,,,,,,,,,,,
$Title,PirateRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
P_1_1_RedWally_9_T1,!!!,2,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
FR_2_4_Ollie_25_T1,Oh my! ,3,Ollie,Julius,,,,,,,,
FR_2_4_Ollie_25_T2,Oh my!,4,Ollie,Julius,,,,,,,bounce,
FR_2_4_Julius_26_T1,I see you fixed up this old run down ship.,5,Ollie,Julius,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,6,Marcus,Brutus,6_MO,8_MC,,,,,,
FR_2_4_Marcus_27_T1,That sad ship that hasn't been out on the ocean in years!,7,Marcus,Brutus,,,,,,,,
FR_2_4_Marcus_27_T2,A sad captain it must have! ,8,Marcus,Brutus,,,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,9,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_2_4_Brutus_28_T1,sad ship.,10,Marcus,Brutus,,,,,,,,
FR_2_4_Ollie_29_T1,Oi!,11,Ollie,Marcus,,,,,,,bounce,
FR_2_4_Ollie_29_T2,Don't talk about my beautiful ship that way!,12,Ollie,Marcus,,,,,,,,
FR_2_4_Marcus_30_T1,Silence commoner! How dare you act this way in front of the future king!,13,Ollie,Marcus,,,,,,,,
FR_2_4_Marcus_30_T2,He has every right to talk down on your sad~ silly little ship! ,14,Ollie,Marcus,,,,,,,,
FR_2_4_Brutus_31_T1,Yeah ,15,Marcus,Brutus,,,,,,,,
FR_2_4_Brutus_31_T2,yawn… ,16,Marcus,Brutus,,,,,,,,
FR_2_4_Brutus_31_T3,every right.,17,Marcus,Brutus,,,,,,,,
FR_2_4_Marcus_32_T1,WAKE UP YOU BUFFOON!,18,Marcus,Brutus,,,,,,,,
FR_2_4_Ollie_33_T1,I...I…,19,Ollie,,,,,,,,,
FR_2_4_Red_34_T1,Hey! ,20,Red,Marcus,,,,,,,,
FR_2_4_Red_34_T2,It’s not nice to speak that way to people!,21,Red,Marcus,,,,,,,,
FR_2_4_Wally_35_T1,Your highness! ,22,Wally,Julius,,,,,,,,
FR_2_4_Wally_35_T2,Why would you let someone speak that way to one of your subjects!?,23,Wally,Julius,,,,,,,,
FR_2_4_Julius_36_T1,…,24,Wally,Julius,,,,,,,,
FR_2_4_Julius_36_T2,I…,25,Wally,Julius,,,,,,,,
FR_2_4_Marcus_37_T1,ENOUGH!,26,Marcus,Julius,,,,,,,shake,
FR_2_4_Marcus_37_T2,How many times do we have to tell you that the prince can do as he pleases! ,27,Marcus,Julius,,,,,,,,
FR_2_4_Marcus_37_T3,And since we are his friends we can do the same!,28,Marcus,Julius,,,,,,,,
FR_2_4_Brutus_38_T1,yeah…,29,Marcus,Brutus,,,,,,,,
FR_2_4_Brutus_38_T2,sure…,30,Marcus,Brutus,,,,,,,,
FR_2_4_Red_39_T1,no that’s not-,31,Red,Brutus,,,,,,,,
FR_2_4_Julius_40_T1,Silence!,32,Red,Julius,,,,,,,,
FR_2_4_Red_41_T1,Gasp!,33,Red,Julius,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,34,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,35,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_2_4_Julius_42_T1,I don't have time to be dealing with this right now!  You know what I'm here for! ,36,Red,Julius,,,,,,,,
FR_2_4_Julius_42_T2,Play my challenge.,37,Red,Julius,,,,,,,,
FR_2_4_Julius_42_T3,If you win you can go on ahead.,38,Red,Julius,,,,,,,,
FR_2_4_Julius_42_T4,If I win,39,Red,Julius,,,,,,,,
FR_2_4_Julius_42_T5,you have to leave,40,Red,Julius,,,,,,,,
FR_2_4_Julius_42_T6,me alone.,41,Red,Julius,,,,,,,,
FR_2_4_RedWally_43_T1,...,42,Red,Julius,,,,,,,,
FR_2_4_RedWally_43_T2,Alright.,43,Red,Julius,,,,,,,,
FR_2_4_Julius_44_T1,Good. Let’s get started.,44,Red,Julius,,,,,,,,
FR_2_4_Red_45_T1,Alright explorer! ,45,Red,Wally,,,,,,,,
FR_2_4_Red_45_T2,Show him what you’ve learned!,46,Red,Wally,,,,,,,,
FR_2_4_Wally_46_T1,We’re rooting for you! ,47,Red,Wally,,,,,,,,
FR_2_4_Ollie_47_T1,I believe in you!,48,Ollie,,,,,,,,,
FR_2_4_Ollie_47_T2,Believe in you!,49,Ollie,,,,,,,,bounce,
,,,,,,,,,,,,
$Title,PirateDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_5_Julius_1_T1,UGH!!,0,,Julius,,,,,,,,
FR_2_5_Julius_1_T2,Why can't I win!?,1,,Julius,,,,,,,,
FR_2_5_Marcus_2_T1,AGAIN!?,2,Marcus,Brutus,,,,,,,,
FR_2_5_Brutus_3_T1,I'm not surprised…,3,Marcus,Brutus,,,,,,,,
FR_2_5_Brutus_3_T2,yawn…,4,Marcus,Brutus,,,,,,,,
FR_2_5_Marcus_4_T1,Quiet you!,5,Marcus,Brutus,,,,,,,,
FR_2_5_Red_5_T1,You’re so awesome!,6,Red,Wally,,,,,,,,
FR_2_5_Red_5_T2,I knew you could do it!,7,Red,Wally,,,,,,,,
FR_2_5_Wally_6_T1,Good job explorer!,8,Red,Wally,,,,,,,,
FR_2_5_Ollie_7_T1,Amazing! ,9,Ollie,,,,,,,,,
FR_2_5_Ollie_7_T2,Amazing! ,10,Ollie,,,,,,,,bounce,
FR_2_5_Julius_8_T1,I'll win soon! I promise you!,11,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,PirateDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_5_Marcus_9_T1,You heard him!,0,Marcus,Brutus,,,,,,,,
FR_2_5_Marcus_9_T2,Just you wait!,1,Marcus,Brutus,,,,,,,,
FR_2_5_Brutus_10_T1,yawn…,2,Marcus,Brutus,,,,,,,,
FR_2_5_Brutus_10_T2,See you soon…,3,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,PirateDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_2_5_Ollie_11_T1,wow…,0,Ollie,,,,,,,,,
FR_2_5_Ollie_11_T2,The prince seems kinda mean... ,1,Ollie,,,,,,,,,
FR_2_5_Ollie_11_T3,Kinda mean.,2,Ollie,,,,,,,,bounce,
FR_2_5_Wally_12_T1,He’s a handful that’s for sure.,3,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_13_T1,I worry for this kingdom...,4,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_13_T2,this kingdom,5,Wally,Ollie,,,,,,,bounce,
FR_2_5_Red_14_T1,Try to not worry Ollie,6,Red,Ollie,,,,,,,,
FR_2_5_Red_14_T2,We have a plan to help the prince see that what he’s doing is wrong.,7,Red,Ollie,,,,,,,,
FR_2_5_Wally_15_T1,Yeah~ put your faith in us.,8,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_16_T1,If you say so. ,9,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_16_T2,Say so. ,10,Wally,Ollie,,,,,,,bounce,
FR_2_5_Ollie_16_T3,In any case~ thank you for helping me and my ship!,11,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_16_T4,Come back anytime! ,12,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_16_T5,You’ll always be my crew! ,13,Wally,Ollie,,,,,,,,
FR_2_5_Ollie_16_T6,My crew!,14,Wally,Ollie,,,,,,,bounce,
FR_2_5_Red_17_T1,You’re very welcome!,15,Red,Ollie,,,,,,,,
FR_2_5_Red_17_T2,We’ll come back soon! ,16,Red,Ollie,,,,,,,,
FR_2_5_Wally_18_T1,Alright explorer! Let's Move out! ,17,Red,Wally,,,,,,,,
FR_2_5_Red_19_T1,Onward!,18,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_1_RedWally_3_T1,Darwin!!,0,Red,Wally,,,,,,,,
EJ_1_1_Darwin_2_T1,OH!,1,,Darwin,,,,,,,,
EJ_1_1_Darwin_2_T2,Hello guys!,2,,Darwin,,,,,,,,
EJ_1_1_Wally_3_T1,Please stop running off without us!,3,Wally,Darwin,,,,,,,,
EJ_1_1_Red_4_T1,Darwin~,4,Red,Darwin,,,,,,,,
EJ_1_1_Red_4_T2,when you run off like that it makes us worry! ,5,Red,Darwin,,,,,,,,
EJ_1_1_Darwin_5_T1,Ah! ,6,Red,Darwin,,,,,,,,
EJ_1_1_Darwin_5_T2,I did it again~ did I?!,7,Red,Darwin,,,,,,,,
EJ_1_1_Darwin_5_T3,I’m so sorry my friends! I’ll try to not run off in the future.,8,Red,Darwin,,,,,,,,
EJ_1_1_Wally_6_T1,Ha ha~,9,Wally,Darwin,,,,,,,,
EJ_1_1_Wally_6_T2,I highly doubt that ,10,Wally,Darwin,,,,,,,,
EJ_1_1_Red_7_T1,chuckles ,11,Red,Darwin,,,,,,,,
EJ_1_1_Red_7_T2,We'll see~ thank you for apologizing!,12,Red,Darwin,,,,,,,,
EJ_1_1_Red_7_T3,Wow!! Look at this beach! ,13,Red,Wally,,,,,,,,
EJ_1_1_Wally_8_T1,Yeah it looks incredible!,14,Red,Wally,,,,,,,,
EJ_1_1_Darwin_9_T1,Truly a sight indeed.,15,Red,Darwin,,,,,,,,
EJ_1_1_Red_10_T1,By the way Darwin~,16,Red,Darwin,,,,,,,,
EJ_1_1_Red_10_T2,have you thought of any new stories to tell the prince?,17,Red,Darwin,,,,,,,,
